date,team,opponent,elo_after,elo_change,score
2021-07-08,Lesotho,Zambia,1244,33,2 - 1
2021-07-10,Lesotho,Botswana,1211,-33,4 - 0
2021-07-13,Lesotho,South Africa,1204,-7,4 - 0
2022-03-08,Lesotho,Eswatini,1208,4,0 - 0
2022-03-08,Lesotho,Eswatini,1196,-12,4 - 0
2022-03-23,Lesotho,Seychelles,1182,-14,0 - 0
2022-03-27,Lesotho,Seychelles,1193,11,3 - 1
2022-05-26,Lesotho,Namibia,1207,14,2 - 1
2022-05-28,Lesotho,Ethiopia,1213,6,1 - 1
2022-05-30,Lesotho,Ethiopia,1218,5,1 - 1
2022-06-03,Lesotho,Comoros,1201,-17,2 - 0
2022-06-09,Lesotho,Côte d'Ivoire,1219,18,0 - 0
2022-07-06,Lesotho,Malawi,1244,25,2 - 1
2022-07-08,Lesotho,Mauritius,1250,6,2 - 1
2022-07-10,Lesotho,Eswatini,1223,-27,2 - 0
2023-02-25,Lesotho,Malawi,1228,5,1 - 1
2023-02-26,Lesotho,Malawi,1242,14,0 - 1
2023-03-16,Lesotho,Eswatini,1241,-1,0 - 0
2023-03-23,Lesotho,Zambia,1233,-8,3 - 1
2023-03-26,Lesotho,Zambia,1221,-12,0 - 2
2023-06-03,Lesotho,Eswatini,1236,15,1 - 2
2023-06-03,Lesotho,Eswatini,1230,-6,1 - 0
2023-06-14,Lesotho,Togo,1219,-11,2 - 0
2023-06-17,Lesotho,Comoros,1200,-19,1 - 0
2023-07-07,Lesotho,Mauritius,1212,12,2 - 0
2023-07-10,Lesotho,Mozambique,1240,28,1 - 0
2023-07-12,Lesotho,Angola,1222,-18,4 - 2
2023-07-14,Lesotho,Malawi,1228,6,1 - 1
2023-07-16,Lesotho,Zambia,1222,-6,1 - 0
2023-09-09,Lesotho,Côte d'Ivoire,1220,-2,1 - 0
2023-11-16,Lesotho,Nigeria,1238,18,1 - 1
2023-11-21,Lesotho,Benin,1244,6,0 - 0
2024-01-06,Lesotho,Mozambique,1234,-10,2 - 0
2024-01-10,Lesotho,South Africa,1242,8,0 - 0
2024-03-21,Lesotho,Ethiopia,1256,14,1 - 2
2024-03-24,Lesotho,Ethiopia,1250,-6,2 - 1
2024-06-01,Lesotho,Namibia,1253,3,1 - 1
2024-06-07,Lesotho,Zimbabwe,1289,36,2 - 0
2024-06-11,Lesotho,Rwanda,1271,-18,1 - 0
2024-06-28,Lesotho,Seychelles,1254,-17,1 - 1
2024-07-01,Lesotho,Namibia,1241,-13,2 - 1
2024-07-03,Lesotho,Angola,1230,-11,3 - 1
2024-09-05,Lesotho,Central African Republic,1208,-22,3 - 1
2024-09-09,Lesotho,Morocco,1207,-1,1 - 0
2024-10-11,Lesotho,Gabon,1222,15,0 - 0
2024-10-15,Lesotho,Gabon,1208,-14,2 - 0
2024-11-14,Lesotho,Central African Republic,1235,27,1 - 0
2024-11-18,Lesotho,Morocco,1233,-2,7 - 0
2025-03-21,Lesotho,South Africa,1229,-4,2 - 0
2025-03-25,Lesotho,Rwanda,1240,11,1 - 1
2025-06-05,Lesotho,Malawi,1259,22,1 - 0
2025-06-08,Lesotho,Angola,1246,-13,4 - 0
2025-06-10,Lesotho,Namibia,1222,-24,3 - 0
2025-09-05,Lesotho,South Africa,1216,-6,3 - 0
2025-09-09,Lesotho,Benin,1199,-17,4 - 0
2025-10-10,Lesotho,Nigeria,1195,-4,2 - 1
2025-10-13,Lesotho,Zimbabwe,1224,29,1 - 0
2025-11-15,Lesotho,Malawi,1224,1,0 - 0
2025-11-18,Lesotho,Malawi,1215,-9,1 - 0
2026-03-26,Lesotho,Seychelles,1200,-16,0 - 0
2026-03-29,Lesotho,Seychelles,1205,5,2 - 1
2026-06-04,Lesotho,Kenya,1209,4,1 - 1
2026-06-07,Lesotho,Kenya,1198,-11,4 - 0
2021-06-11,Liberia,Mauritania,1349,-10,1 - 0
2021-06-14,Liberia,Libya,1359,10,1 - 0
2021-06-17,Liberia,Algeria,1357,-2,5 - 1
2021-09-03,Liberia,Nigeria,1352,-5,2 - 0
2021-09-06,Liberia,Central African Republic,1369,17,1 - 0
2021-09-30,Liberia,Egypt,1365,-4,2 - 0
2021-10-07,Liberia,Cabo Verde,1348,-17,2 - 1
2021-10-10,Liberia,Cabo Verde,1338,-10,1 - 0
2021-11-13,Liberia,Nigeria,1330,-8,2 - 0
2021-11-16,Liberia,Central African Republic,1357,27,3 - 1
2022-03-24,Liberia,Benin,1343,-14,4 - 0
2022-03-27,Liberia,Sierra Leone,1333,-10,1 - 0
2022-03-29,Liberia,Burundi,1321,-12,2 - 1
2022-06-13,Liberia,Morocco,1318,-3,2 - 0
2022-09-25,Liberia,Niger,1315,-3,0 - 0
2022-09-27,Liberia,Egypt,1311,-4,3 - 0
2023-03-24,Liberia,South Africa,1326,15,2 - 2
2023-03-28,Liberia,South Africa,1312,-14,1 - 2
2023-09-12,Liberia,Ghana,1309,-3,3 - 1
2023-10-14,Liberia,Libya,1300,-9,3 - 2
2023-10-17,Liberia,Morocco,1298,-2,3 - 0
2023-11-17,Liberia,Malawi,1274,-24,0 - 1
2023-11-20,Liberia,Equatorial Guinea,1261,-13,0 - 1
2024-03-20,Liberia,Djibouti,1269,8,2 - 0
2024-03-26,Liberia,Djibouti,1252,-17,0 - 0
2024-06-05,Liberia,Namibia,1259,7,1 - 1
2024-06-09,Liberia,São Tomé and Príncipe,1269,10,1 - 0
2024-09-06,Liberia,Togo,1279,10,1 - 1
2024-09-10,Liberia,Algeria,1267,-12,0 - 3
2024-10-11,Liberia,Equatorial Guinea,1262,-5,1 - 0
2024-10-14,Liberia,Equatorial Guinea,1251,-11,1 - 2
2024-11-13,Liberia,Togo,1271,20,1 - 0
2024-11-17,Liberia,Algeria,1267,-4,5 - 1
2025-03-19,Liberia,Tunisia,1259,-8,0 - 1
2025-03-24,Liberia,São Tomé and Príncipe,1265,6,2 - 1
2025-09-04,Liberia,Tunisia,1258,-5,3 - 0
2025-09-08,Liberia,Malawi,1265,7,2 - 2
2025-10-09,Liberia,Namibia,1295,30,3 - 1
2025-10-13,Liberia,Equatorial Guinea,1308,13,1 - 1
2025-11-15,Liberia,Guinea,1299,-8,2 - 0
2026-03-27,Liberia,Benin,1293,-7,1 - 0
2026-03-31,Liberia,Libya,1297,4,2 - 2
2026-06-06,Liberia,Sierra Leone,1291,-6,1 - 0
2026-06-09,Liberia,Sierra Leone,1304,13,3 - 1
2021-06-14,Libya,Liberia,1348,-10,1 - 0
2021-06-19,Libya,Sudan,1330,-18,1 - 0
2021-09-01,Libya,Gabon,1350,20,2 - 1
2021-09-07,Libya,Angola,1376,26,0 - 1
2021-10-08,Libya,Egypt,1371,-5,1 - 0
2021-10-11,Libya,Egypt,1349,-22,0 - 3
2021-11-12,Libya,Gabon,1338,-11,1 - 0
2021-11-16,Libya,Angola,1333,-5,1 - 1
2022-01-29,Libya,Kuwait,1324,-9,2 - 0
2022-02-01,Libya,Kuwait,1345,21,0 - 2
2022-03-26,Libya,Niger,1356,11,2 - 1
2022-03-29,Libya,Mauritania,1337,-19,2 - 0
2022-06-01,Libya,Botswana,1350,13,1 - 0
2022-06-06,Libya,Equatorial Guinea,1334,-16,2 - 0
2022-09-21,Libya,Uganda,1333,-1,0 - 0
2022-09-27,Libya,Tanzania,1344,11,2 - 1
2022-11-17,Libya,Niger,1352,8,3 - 2
2023-03-24,Libya,Tunisia,1348,-4,3 - 0
2023-03-28,Libya,Tunisia,1342,-6,0 - 1
2023-06-17,Libya,Botswana,1327,-15,1 - 0
2023-09-06,Libya,Equatorial Guinea,1331,4,1 - 1
2023-10-14,Libya,Liberia,1340,9,3 - 2
2023-10-17,Libya,Niger,1337,-3,1 - 1
2023-10-19,Libya,Somalia,1328,-9,0 - 0
2023-11-11,Libya,Sudan,1334,6,2 - 1
2023-11-17,Libya,Eswatini,1351,17,1 - 0
2023-11-21,Libya,Cameroon,1360,9,1 - 1
2024-01-02,Libya,Indonesia,1375,15,4 - 0
2024-01-05,Libya,Indonesia,1382,7,2 - 1
2024-01-12,Libya,Kuwait,1397,15,3 - 1
2024-03-22,Libya,Burkina Faso,1410,13,2 - 1
2024-03-26,Libya,Togo,1409,-1,1 - 1
2024-06-06,Libya,Mauritius,1411,2,2 - 1
2024-06-11,Libya,Cabo Verde,1403,-8,1 - 0
2024-09-04,Libya,Rwanda,1399,-9,1 - 1
2024-09-10,Libya,Benin,1379,-20,2 - 1
2024-10-11,Libya,Nigeria,1373,-6,1 - 0
2024-11-14,Libya,Rwanda,1397,24,0 - 1
2024-11-18,Libya,Benin,1393,-4,0 - 0
2025-03-20,Libya,Angola,1397,4,1 - 1
2025-03-25,Libya,Cameroon,1387,-10,3 - 1
2025-09-04,Libya,Angola,1421,35,0 - 1
2025-09-08,Libya,Eswatini,1430,9,2 - 0
2025-10-08,Libya,Cabo Verde,1431,1,3 - 3
2025-10-13,Libya,Mauritius,1419,-12,0 - 0
2025-11-15,Libya,Mauritania,1422,5,1 - 0
2025-11-25,Libya,Palestine,1424,2,0 - 0
2026-03-27,Libya,Niger,1424,-1,0 - 0
2026-03-31,Libya,Liberia,1420,-4,2 - 2
2021-06-03,Liechtenstein,Switzerland,1100,0,7 - 0
2021-06-07,Liechtenstein,Faroe Islands,1093,-7,5 - 1
2021-09-02,Liechtenstein,Germany,1092,-1,2 - 0
2021-09-05,Liechtenstein,Romania,1091,-1,2 - 0
2021-09-08,Liechtenstein,Armenia,1110,19,1 - 1
2021-10-08,Liechtenstein,North Macedonia,1101,-9,0 - 4
2021-10-11,Liechtenstein,Iceland,1098,-3,4 - 0
2021-11-11,Liechtenstein,Germany,1098,0,9 - 0
2021-11-14,Liechtenstein,Romania,1094,-4,0 - 2
2022-03-25,Liechtenstein,Cabo Verde,1090,-4,6 - 0
2022-03-29,Liechtenstein,Faroe Islands,1084,-6,1 - 0
2022-06-03,Liechtenstein,Moldova,1056,-28,0 - 2
2022-06-06,Liechtenstein,Latvia,1052,-4,1 - 0
2022-06-10,Liechtenstein,Andorra,1039,-13,2 - 1
2022-06-14,Liechtenstein,Latvia,1027,-12,0 - 2
2022-09-22,Liechtenstein,Andorra,993,-34,0 - 2
2022-09-25,Liechtenstein,Moldova,986,-7,2 - 0
2022-11-16,Liechtenstein,Gibraltar,978,-8,2 - 0
2023-03-26,Liechtenstein,Iceland,971,-7,0 - 7
2023-06-17,Liechtenstein,Luxembourg,969,-2,2 - 0
2023-06-20,Liechtenstein,Slovakia,967,-2,0 - 1
2023-09-08,Liechtenstein,Bosnia and Herzegovina,966,-1,2 - 1
2023-09-11,Liechtenstein,Slovakia,965,-1,3 - 0
2023-10-13,Liechtenstein,Bosnia and Herzegovina,961,-4,0 - 2
2023-10-16,Liechtenstein,Iceland,959,-2,4 - 0
2023-11-19,Liechtenstein,Luxembourg,956,-3,0 - 1
2024-03-22,Liechtenstein,Faroe Islands,951,-5,4 - 0
2024-03-26,Liechtenstein,Latvia,959,8,1 - 1
2024-06-03,Liechtenstein,Albania,958,-1,3 - 0
2024-06-07,Liechtenstein,Romania,968,10,0 - 0
2024-09-05,Liechtenstein,San Marino,943,-25,1 - 0
2024-09-08,Liechtenstein,Gibraltar,954,11,2 - 2
2024-10-10,Liechtenstein,Hong Kong,966,12,1 - 0
2024-11-14,Liechtenstein,Malta,963,-3,2 - 0
2024-11-18,Liechtenstein,San Marino,914,-49,1 - 3
2025-03-22,Liechtenstein,North Macedonia,912,-2,0 - 3
2025-03-25,Liechtenstein,Kazakhstan,907,-5,0 - 2
2025-06-09,Liechtenstein,Scotland,906,-1,0 - 4
2025-09-04,Liechtenstein,Belgium,905,-1,0 - 6
2025-09-07,Liechtenstein,North Macedonia,904,-1,5 - 0
2025-10-10,Liechtenstein,Kazakhstan,902,-2,4 - 0
2025-11-15,Liechtenstein,Wales,900,-1,0 - 1
2026-03-26,Liechtenstein,Tanzania,928,28,1 - 0
2026-03-29,Liechtenstein,Aruba,904,-24,4 - 1
2026-06-04,Liechtenstein,Andorra,899,-5,2 - 0
2026-06-07,Liechtenstein,Cyprus,895,-4,0 - 2
2021-06-04,Lithuania,Latvia,1319,-21,3 - 1
2021-06-08,Lithuania,Spain,1319,0,4 - 0
2021-09-02,Lithuania,Northern Ireland,1298,-21,1 - 4
2021-09-05,Lithuania,Bulgaria,1293,-5,1 - 0
2021-09-08,Lithuania,Italy,1292,-1,5 - 0
2021-10-09,Lithuania,Bulgaria,1334,42,3 - 1
2021-10-12,Lithuania,Switzerland,1330,-4,0 - 4
2021-11-12,Lithuania,Northern Ireland,1325,-5,1 - 0
2021-11-15,Lithuania,Kuwait,1323,-2,1 - 1
2022-03-25,Lithuania,San Marino,1325,2,1 - 2
2022-03-29,Lithuania,Republic of Ireland,1324,-1,1 - 0
2022-06-04,Lithuania,Luxembourg,1291,-33,0 - 2
2022-06-07,Lithuania,Turkey,1280,-11,0 - 6
2022-06-11,Lithuania,Faroe Islands,1263,-17,2 - 1
2022-06-14,Lithuania,Turkey,1261,-2,2 - 0
2022-09-22,Lithuania,Faroe Islands,1255,-6,1 - 1
2022-09-25,Lithuania,Luxembourg,1248,-7,1 - 0
2022-11-16,Lithuania,Iceland,1256,8,0 - 0
2022-11-19,Lithuania,Estonia,1248,-8,2 - 0
2023-03-24,Lithuania,Serbia,1247,-1,2 - 0
2023-03-27,Lithuania,Greece,1256,9,0 - 0
2023-06-17,Lithuania,Bulgaria,1263,7,1 - 1
2023-06-20,Lithuania,Hungary,1262,-1,2 - 0
2023-09-07,Lithuania,Montenegro,1272,10,2 - 2
2023-09-10,Lithuania,Serbia,1268,-4,1 - 3
2023-10-14,Lithuania,Bulgaria,1320,52,0 - 2
2023-10-17,Lithuania,Hungary,1337,17,2 - 2
2023-11-16,Lithuania,Montenegro,1328,-9,2 - 0
2023-11-19,Lithuania,Cyprus,1320,-8,1 - 0
2024-03-21,Lithuania,Gibraltar,1327,7,1 - 0
2024-03-26,Lithuania,Gibraltar,1331,4,1 - 0
2024-06-08,Lithuania,Latvia,1360,29,0 - 2
2024-06-11,Lithuania,Estonia,1356,-4,1 - 1
2024-09-06,Lithuania,Cyprus,1328,-28,0 - 1
2024-09-09,Lithuania,Romania,1324,-4,3 - 1
2024-10-12,Lithuania,Kosovo,1309,-15,1 - 2
2024-10-15,Lithuania,Romania,1303,-6,1 - 2
2024-11-15,Lithuania,Cyprus,1288,-15,2 - 1
2024-11-18,Lithuania,Kosovo,1284,-4,1 - 0
2025-03-21,Lithuania,Poland,1282,-2,1 - 0
2025-03-24,Lithuania,Finland,1291,9,2 - 2
2025-06-07,Lithuania,Malta,1295,4,0 - 0
2025-06-10,Lithuania,Denmark,1294,-1,5 - 0
2025-09-04,Lithuania,Malta,1286,-8,1 - 1
2025-09-07,Lithuania,Netherlands,1285,-1,2 - 3
2025-10-09,Lithuania,Finland,1280,-5,2 - 1
2025-10-12,Lithuania,Poland,1272,-8,0 - 2
2025-11-13,Lithuania,Israel,1277,6,0 - 0
2025-11-17,Lithuania,Netherlands,1276,-1,4 - 0
2026-03-26,Lithuania,Moldova,1297,20,0 - 2
2026-03-29,Lithuania,Georgia,1291,-6,0 - 2
2026-06-06,Lithuania,Latvia,1287,-4,1 - 1
2026-06-09,Lithuania,Estonia,1279,-8,1 - 0
2021-06-02,Luxembourg,Norway,1391,-2,1 - 0
2021-06-06,Luxembourg,Scotland,1386,-5,0 - 1
2021-09-01,Luxembourg,Azerbaijan,1400,14,2 - 1
2021-09-04,Luxembourg,Serbia,1396,-4,4 - 1
2021-09-07,Luxembourg,Qatar,1401,5,1 - 1
2021-10-09,Luxembourg,Serbia,1395,-6,0 - 1
2021-10-12,Luxembourg,Portugal,1394,-1,5 - 0
2021-11-11,Luxembourg,Azerbaijan,1429,35,1 - 3
2021-11-14,Luxembourg,Republic of Ireland,1407,-22,0 - 3
2022-03-25,Luxembourg,Northern Ireland,1396,-11,1 - 3
2022-03-29,Luxembourg,Bosnia and Herzegovina,1393,-3,1 - 0
2022-06-04,Luxembourg,Lithuania,1426,33,0 - 2
2022-06-07,Luxembourg,Faroe Islands,1441,15,0 - 1
2022-06-11,Luxembourg,Turkey,1426,-15,0 - 2
2022-06-14,Luxembourg,Faroe Islands,1413,-13,2 - 2
2022-09-22,Luxembourg,Turkey,1430,17,3 - 3
2022-09-25,Luxembourg,Lithuania,1437,7,1 - 0
2022-11-17,Luxembourg,Hungary,1444,7,2 - 2
2022-11-20,Luxembourg,Bulgaria,1443,-1,0 - 0
2023-03-23,Luxembourg,Slovakia,1455,12,0 - 0
2023-03-26,Luxembourg,Portugal,1449,-6,0 - 6
2023-06-09,Luxembourg,Malta,1432,-17,0 - 1
2023-06-17,Luxembourg,Liechtenstein,1434,2,2 - 0
2023-06-20,Luxembourg,Bosnia and Herzegovina,1483,49,0 - 2
2023-09-08,Luxembourg,Iceland,1506,23,3 - 1
2023-09-11,Luxembourg,Portugal,1503,-3,9 - 0
2023-10-13,Luxembourg,Iceland,1508,5,1 - 1
2023-10-16,Luxembourg,Slovakia,1488,-20,0 - 1
2023-11-16,Luxembourg,Bosnia and Herzegovina,1517,29,4 - 1
2023-11-19,Luxembourg,Liechtenstein,1520,3,0 - 1
2024-03-21,Luxembourg,Georgia,1507,-13,2 - 0
2024-03-26,Luxembourg,Kazakhstan,1513,6,2 - 1
2024-06-05,Luxembourg,France,1512,-1,3 - 0
2024-06-08,Luxembourg,Belgium,1511,-1,3 - 0
2024-09-05,Luxembourg,Northern Ireland,1490,-21,2 - 0
2024-09-08,Luxembourg,Belarus,1462,-28,0 - 1
2024-10-12,Luxembourg,Bulgaria,1470,8,0 - 0
2024-10-15,Luxembourg,Belarus,1470,0,1 - 1
2024-11-15,Luxembourg,Bulgaria,1444,-26,0 - 1
2024-11-18,Luxembourg,Northern Ireland,1445,1,2 - 2
2025-03-22,Luxembourg,Sweden,1460,15,1 - 0
2025-03-25,Luxembourg,Switzerland,1458,-2,3 - 1
2025-06-06,Luxembourg,Slovenia,1453,-5,0 - 1
2025-06-10,Luxembourg,Republic of Ireland,1455,2,0 - 0
2025-09-04,Luxembourg,Northern Ireland,1426,-29,1 - 3
2025-09-07,Luxembourg,Slovakia,1416,-10,0 - 1
2025-10-10,Luxembourg,Germany,1413,-3,4 - 0
2025-10-13,Luxembourg,Slovakia,1407,-6,2 - 0
2025-11-14,Luxembourg,Germany,1401,-6,0 - 2
2025-11-17,Luxembourg,Northern Ireland,1395,-6,1 - 0
2026-03-26,Luxembourg,Malta,1424,29,0 - 2
2026-03-31,Luxembourg,Malta,1436,12,3 - 0
2026-06-03,Luxembourg,Italy,1433,-3,0 - 1
2026-06-06,Luxembourg,Albania,1450,17,0 - 1
2023-03-26,Macau,Singapore,694,-3,0 - 1
2023-06-19,Macau,Myanmar,687,-7,2 - 0
2023-09-06,Macau,Bhutan,671,-16,0 - 1
2023-09-11,Macau,Cambodia,665,-6,4 - 0
2023-10-12,Macau,Myanmar,656,-9,5 - 1
2023-10-17,Macau,Myanmar,665,9,0 - 0
2024-09-06,Macau,Brunei,637,-28,3 - 0
2024-09-10,Macau,Brunei,613,-24,0 - 1
2024-12-14,Macau,Guam,597,-16,2 - 1
2025-03-19,Macau,Hong Kong,596,-1,2 - 0
2025-06-05,Macau,Taiwan,593,-3,2 - 0
2026-03-26,Macau,Aruba,590,-6,4 - 1
2026-03-29,Macau,Tanzania,589,-1,6 - 0
2021-09-02,Madagascar,Benin,1351,-21,0 - 1
2021-09-07,Madagascar,Tanzania,1335,-16,3 - 2
2021-10-07,Madagascar,DR Congo,1323,-12,2 - 0
2021-10-10,Madagascar,DR Congo,1347,24,1 - 0
2021-11-11,Madagascar,Benin,1333,-14,2 - 0
2021-11-14,Madagascar,Tanzania,1327,-6,1 - 1
2022-06-01,Madagascar,Ghana,1317,-10,3 - 0
2022-06-05,Madagascar,Angola,1316,-1,1 - 1
2022-07-12,Madagascar,Namibia,1288,-28,2 - 0
2022-07-15,Madagascar,South Africa,1283,-5,2 - 1
2022-09-21,Madagascar,Morocco,1282,-1,1 - 0
2022-09-24,Madagascar,Congo,1283,1,3 - 3
2022-09-27,Madagascar,Benin,1303,20,3 - 1
2023-03-23,Madagascar,Central African Republic,1255,-48,0 - 3
2023-03-27,Madagascar,Central African Republic,1230,-25,2 - 0
2023-06-18,Madagascar,Ghana,1243,13,0 - 0
2023-07-30,Madagascar,Mayotte,1258,15,3 - 1
2023-09-02,Madagascar,Reunion,1278,15,1 - 0
2023-09-07,Madagascar,Angola,1289,11,0 - 0
2023-10-14,Madagascar,Mauritania,1283,-6,2 - 1
2023-10-17,Madagascar,Benin,1296,13,2 - 1
2023-11-17,Madagascar,Ghana,1292,-4,1 - 0
2023-11-20,Madagascar,Chad,1316,24,3 - 0
2024-03-22,Madagascar,Burundi,1326,10,1 - 0
2024-03-25,Madagascar,Rwanda,1296,-30,0 - 2
2024-06-07,Madagascar,Comoros,1317,21,2 - 1
2024-06-11,Madagascar,Mali,1331,14,0 - 0
2024-09-05,Madagascar,Tunisia,1328,-3,1 - 0
2024-09-09,Madagascar,Comoros,1329,1,1 - 1
2024-10-11,Madagascar,Gambia,1330,1,1 - 1
2024-10-14,Madagascar,Gambia,1311,-19,1 - 0
2024-11-14,Madagascar,Tunisia,1306,-5,3 - 2
2024-11-18,Madagascar,Comoros,1292,-14,1 - 0
2025-03-19,Madagascar,Central African Republic,1327,35,4 - 1
2025-03-24,Madagascar,Ghana,1303,-24,3 - 0
2025-06-07,Madagascar,Tanzania,1326,26,1 - 0
2025-06-08,Madagascar,DR Congo,1320,-6,3 - 1
2025-06-09,Madagascar,Eswatini,1315,-5,1 - 1
2025-06-13,Madagascar,Angola,1300,-15,4 - 1
2025-06-15,Madagascar,Comoros,1286,-14,1 - 0
2025-09-04,Madagascar,Central African Republic,1315,29,2 - 0
2025-09-08,Madagascar,Chad,1333,18,3 - 1
2025-10-08,Madagascar,Comoros,1358,25,2 - 1
2025-10-12,Madagascar,Mali,1350,-8,4 - 1
2025-11-17,Madagascar,Equatorial Guinea,1369,20,2 - 0
2026-03-28,Madagascar,Kyrgyzstan,1382,14,5 - 2
2026-03-31,Madagascar,Equatorial Guinea,1382,0,1 - 1
2026-06-02,Madagascar,Morocco,1380,-2,4 - 0
2021-06-13,Malawi,Tanzania,1338,-13,2 - 0
2021-07-09,Malawi,Zimbabwe,1341,3,2 - 2
2021-07-11,Malawi,Mozambique,1306,-35,2 - 0
2021-07-13,Malawi,Namibia,1312,6,1 - 1
2021-07-14,Malawi,Senegal,1308,-4,2 - 1
2021-09-03,Malawi,Cameroon,1301,-7,2 - 0
2021-09-07,Malawi,Mozambique,1323,22,1 - 0
2021-10-08,Malawi,Côte d'Ivoire,1314,-9,3 - 0
2021-10-11,Malawi,Côte d'Ivoire,1309,-5,2 - 1
2021-11-13,Malawi,Cameroon,1296,-13,4 - 0
2021-11-16,Malawi,Mozambique,1275,-21,1 - 0
2021-12-31,Malawi,Comoros,1284,9,2 - 1
2022-01-10,Malawi,Guinea,1267,-17,1 - 0
2022-01-14,Malawi,Zimbabwe,1295,28,2 - 1
2022-01-18,Malawi,Senegal,1315,20,0 - 0
2022-01-25,Malawi,Morocco,1311,-4,2 - 1
2022-06-05,Malawi,Ethiopia,1326,15,2 - 1
2022-06-09,Malawi,Guinea,1314,-12,1 - 0
2022-07-06,Malawi,Lesotho,1289,-25,2 - 1
2022-07-08,Malawi,Eswatini,1289,0,1 - 1
2022-07-10,Malawi,Mauritius,1296,7,2 - 0
2023-02-25,Malawi,Lesotho,1291,-5,1 - 1
2023-02-26,Malawi,Lesotho,1277,-14,0 - 1
2023-03-15,Malawi,Bangladesh,1269,-8,1 - 1
2023-03-24,Malawi,Egypt,1266,-3,2 - 0
2023-03-28,Malawi,Egypt,1255,-11,0 - 4
2023-06-14,Malawi,Mozambique,1259,4,1 - 1
2023-06-20,Malawi,Ethiopia,1262,3,0 - 0
2023-07-06,Malawi,Zambia,1294,32,1 - 0
2023-07-09,Malawi,Seychelles,1299,5,2 - 0
2023-07-11,Malawi,Comoros,1325,26,2 - 0
2023-07-14,Malawi,Lesotho,1319,-6,1 - 1
2023-07-16,Malawi,South Africa,1334,15,0 - 0
2023-09-09,Malawi,Guinea,1333,-1,2 - 2
2023-11-17,Malawi,Liberia,1357,24,0 - 1
2023-11-21,Malawi,Tunisia,1350,-7,0 - 1
2024-03-23,Malawi,Kenya,1314,-36,0 - 4
2024-03-26,Malawi,Zambia,1301,-13,1 - 2
2024-06-06,Malawi,São Tomé and Príncipe,1309,8,3 - 1
2024-06-10,Malawi,Equatorial Guinea,1304,-5,1 - 0
2024-09-05,Malawi,Burundi,1278,-26,2 - 3
2024-09-10,Malawi,Burkina Faso,1265,-13,3 - 1
2024-10-11,Malawi,Senegal,1263,-2,4 - 0
2024-10-15,Malawi,Senegal,1259,-4,0 - 1
2024-11-14,Malawi,Burundi,1261,2,0 - 0
2024-11-18,Malawi,Burkina Faso,1312,51,3 - 0
2025-03-20,Malawi,Namibia,1287,-25,0 - 1
2025-03-24,Malawi,Tunisia,1282,-5,2 - 0
2025-06-05,Malawi,Lesotho,1258,-22,1 - 0
2025-06-08,Malawi,Namibia,1264,6,0 - 0
2025-06-10,Malawi,Angola,1257,-7,1 - 0
2025-07-06,Malawi,Botswana,1257,0,1 - 1
2025-09-05,Malawi,Namibia,1284,27,2 - 1
2025-09-08,Malawi,Liberia,1277,-7,2 - 2
2025-10-13,Malawi,São Tomé and Príncipe,1245,-32,1 - 0
2025-11-15,Malawi,Lesotho,1243,-1,0 - 0
2025-11-18,Malawi,Lesotho,1252,9,1 - 0
2026-03-31,Malawi,Botswana,1241,-11,1 - 0
2026-06-06,Malawi,Ethiopia,1235,-6,1 - 0
2026-06-09,Malawi,Ethiopia,1239,4,1 - 1
2021-06-03,Malaysia,United Arab Emirates,1183,-8,4 - 0
2021-06-11,Malaysia,Vietnam,1175,-8,2 - 1
2021-06-15,Malaysia,Thailand,1203,28,1 - 0
2021-10-06,Malaysia,Jordan,1197,-6,4 - 0
2021-10-09,Malaysia,Uzbekistan,1190,-7,5 - 1
2021-12-06,Malaysia,Cambodia,1198,8,3 - 1
2021-12-09,Malaysia,Laos,1202,4,4 - 0
2021-12-12,Malaysia,Vietnam,1182,-20,3 - 0
2021-12-19,Malaysia,Indonesia,1144,-38,4 - 1
2022-03-23,Malaysia,Philippines,1166,22,2 - 0
2022-03-26,Malaysia,Singapore,1152,-14,2 - 1
2022-05-27,Malaysia,Brunei,1153,1,4 - 0
2022-06-01,Malaysia,Hong Kong,1164,11,2 - 0
2022-06-08,Malaysia,Turkmenistan,1196,32,3 - 1
2022-06-11,Malaysia,Bahrain,1187,-9,1 - 2
2022-06-14,Malaysia,Bangladesh,1192,5,4 - 1
2022-09-22,Malaysia,Thailand,1202,10,1 - 1
2022-09-25,Malaysia,Tajikistan,1207,5,0 - 0
2022-12-09,Malaysia,Cambodia,1209,2,4 - 0
2022-12-14,Malaysia,Maldives,1213,4,3 - 0
2022-12-21,Malaysia,Myanmar,1223,10,0 - 1
2022-12-24,Malaysia,Laos,1225,2,5 - 0
2022-12-27,Malaysia,Vietnam,1213,-12,3 - 0
2023-01-03,Malaysia,Singapore,1233,20,4 - 1
2023-01-07,Malaysia,Thailand,1256,23,1 - 0
2023-01-10,Malaysia,Thailand,1239,-17,3 - 0
2023-03-23,Malaysia,Turkmenistan,1246,7,1 - 0
2023-03-28,Malaysia,Hong Kong,1253,7,2 - 0
2023-06-14,Malaysia,Solomon Islands,1266,13,4 - 1
2023-06-20,Malaysia,Papua New Guinea,1282,16,10 - 0
2023-09-06,Malaysia,Syria,1286,4,2 - 2
2023-09-09,Malaysia,China,1293,7,1 - 1
2023-10-13,Malaysia,India,1308,15,4 - 2
